ds,yhat,yhat_lower,yhat_upper,y,categorie,type
2025-11-25,23.0,1.2,42.3,53.0,Objets connectes,historique
2025-11-26,21.9,0.7,43.9,57.0,Objets connectes,historique
2025-11-27,23.3,0.8,44.3,63.0,Objets connectes,historique
2025-11-28,23.6,2.2,45.1,58.0,Objets connectes,historique
2025-11-29,25.7,3.7,46.3,76.0,Objets connectes,historique
2025-11-30,23.4,3.2,45.2,42.0,Objets connectes,historique
2025-12-01,26.1,5.0,47.5,11.0,Objets connectes,historique
2025-12-02,23.4,2.2,45.1,19.0,Objets connectes,historique
2025-12-03,22.3,1.9,43.8,14.0,Objets connectes,historique
2025-12-04,23.8,3.3,45.5,22.0,Objets connectes,historique
2025-12-05,24.0,0.5,45.4,23.0,Objets connectes,historique
2025-12-06,26.1,3.5,47.0,15.0,Objets connectes,historique
2025-12-07,23.9,2.1,44.4,15.0,Objets connectes,historique
2025-12-08,26.5,5.8,47.8,25.0,Objets connectes,historique
2025-12-09,23.9,1.2,44.3,18.0,Objets connectes,historique
2025-12-10,22.7,0.6,44.6,17.0,Objets connectes,historique
2025-12-11,24.2,4.0,46.9,10.0,Objets connectes,historique
2025-12-12,24.4,2.8,46.5,20.0,Objets connectes,historique
2025-12-13,26.6,5.8,48.6,15.0,Objets connectes,historique
2025-12-14,24.3,4.3,44.9,18.0,Objets connectes,historique
2025-12-15,27.0,4.9,48.1,39.0,Objets connectes,historique
2025-12-16,24.3,2.0,46.4,30.0,Objets connectes,historique
2025-12-17,23.2,1.8,44.0,27.0,Objets connectes,historique
2025-12-18,24.6,1.9,45.3,25.0,Objets connectes,historique
2025-12-19,24.9,3.1,46.0,37.0,Objets connectes,historique
2025-12-20,27.0,5.9,48.0,29.0,Objets connectes,historique
2025-12-21,24.7,2.8,46.1,29.0,Objets connectes,historique
2025-12-22,27.4,5.8,47.2,40.0,Objets connectes,historique
2025-12-23,24.8,4.6,46.4,27.0,Objets connectes,historique
2025-12-24,23.6,1.3,42.7,41.0,Objets connectes,historique
2025-12-25,25.1,5.1,45.7,41.0,Objets connectes,historique
2025-12-26,25.3,5.0,45.7,41.0,Objets connectes,historique
2025-12-27,27.4,4.2,47.9,41.0,Objets connectes,historique
2025-12-28,25.2,4.3,45.9,37.0,Objets connectes,historique
2025-12-29,27.9,5.4,50.0,37.0,Objets connectes,historique
2025-12-30,25.2,4.7,45.1,25.0,Objets connectes,historique
2025-12-31,24.1,3.3,45.9,28.0,Objets connectes,historique
2026-01-01,25.5,2.9,45.7,15.0,Objets connectes,historique
2026-01-02,25.8,5.9,46.5,16.0,Objets connectes,historique
2026-01-03,27.9,7.7,49.5,18.0,Objets connectes,historique
2026-01-04,25.6,4.8,46.2,9.0,Objets connectes,historique
2026-01-05,28.3,7.2,49.9,5.0,Objets connectes,historique
2026-01-06,25.7,3.8,47.2,17.0,Objets connectes,historique
2026-01-07,24.5,3.6,46.3,15.0,Objets connectes,historique
2026-01-08,26.0,4.5,48.1,11.0,Objets connectes,historique
2026-01-09,26.3,6.2,46.6,25.0,Objets connectes,historique
2026-01-10,28.4,7.6,50.2,22.0,Objets connectes,historique
2026-01-11,26.1,4.9,47.7,17.0,Objets connectes,historique
2026-01-12,28.8,6.9,51.2,14.0,Objets connectes,historique
2026-01-13,26.2,5.1,46.6,32.0,Objets connectes,historique
2026-01-14,25.0,2.6,44.1,18.0,Objets connectes,historique
2026-01-15,26.5,5.5,47.2,22.0,Objets connectes,historique
2026-01-16,26.8,6.2,47.7,13.0,Objets connectes,historique
2026-01-17,28.9,7.2,50.3,20.0,Objets connectes,historique
2026-01-18,26.7,6.3,48.2,20.0,Objets connectes,historique
2026-01-19,29.4,8.9,50.0,27.0,Objets connectes,historique
2026-01-20,26.7,4.5,47.9,18.0,Objets connectes,historique
2026-01-21,25.6,4.8,46.5,19.0,Objets connectes,historique
2026-01-22,27.1,4.2,48.5,23.0,Objets connectes,historique
2026-01-23,27.4,5.3,48.4,11.0,Objets connectes,historique
2026-01-24,29.5,7.9,51.1,19.0,Objets connectes,historique
2026-01-25,27.3,5.0,48.7,16.0,Objets connectes,historique
2026-01-26,29.9,9.2,50.3,20.0,Objets connectes,historique
2026-01-27,27.3,4.1,47.7,25.0,Objets connectes,historique
2026-01-28,26.2,5.5,47.5,23.0,Objets connectes,historique
2026-01-29,27.7,5.7,48.9,26.0,Objets connectes,historique
2026-01-30,28.0,7.5,48.0,20.0,Objets connectes,historique
2026-01-31,30.1,9.4,51.2,22.0,Objets connectes,historique
2026-02-01,27.9,6.5,48.9,15.0,Objets connectes,historique
2026-02-02,30.6,10.3,51.2,13.0,Objets connectes,historique
2026-02-03,28.0,7.7,49.2,20.0,Objets connectes,historique
2026-02-04,26.9,5.2,47.8,11.0,Objets connectes,historique
2026-02-05,28.4,8.5,47.9,20.0,Objets connectes,historique
2026-02-06,28.6,8.1,49.1,15.0,Objets connectes,historique
2026-02-07,30.8,9.2,50.9,20.0,Objets connectes,historique
2026-02-08,28.6,6.8,49.2,25.0,Objets connectes,historique
2026-02-09,31.3,9.7,52.8,38.0,Objets connectes,historique
2026-02-10,28.7,6.9,50.2,68.0,Objets connectes,historique
2026-02-11,27.6,6.7,47.2,41.0,Objets connectes,historique
2026-02-12,29.1,9.2,50.5,61.0,Objets connectes,historique
2026-02-13,29.4,8.3,50.0,59.0,Objets connectes,historique
2026-02-14,31.5,10.5,53.1,49.0,Objets connectes,historique
2026-02-15,29.3,7.5,50.8,59.0,Objets connectes,historique
2026-02-16,32.0,10.6,54.7,62.0,Objets connectes,historique
2026-02-17,29.4,9.3,51.2,16.0,Objets connectes,historique
2026-02-18,28.3,7.8,49.0,24.0,Objets connectes,historique
2026-02-19,29.8,10.1,51.5,19.0,Objets connectes,historique
2026-02-20,30.1,7.2,52.3,15.0,Objets connectes,historique
2026-02-21,32.3,12.4,53.0,21.0,Objets connectes,historique
2026-02-22,30.1,8.0,50.9,26.0,Objets connectes,historique
2026-02-23,32.8,11.9,55.4,26.0,Objets connectes,historique
2026-02-24,30.2,9.5,50.7,24.0,Objets connectes,historique
2026-02-25,29.1,9.1,50.1,21.0,Objets connectes,historique
2026-02-26,30.6,10.6,53.5,33.0,Objets connectes,historique
2026-02-27,30.9,9.3,52.4,35.0,Objets connectes,historique
2026-02-28,33.1,10.5,54.1,25.0,Objets connectes,historique
2026-03-01,30.9,8.7,52.1,19.0,Objets connectes,historique
2026-03-02,33.6,12.1,53.9,28.0,Objets connectes,historique
2026-03-03,31.0,11.4,53.6,12.0,Objets connectes,historique
2026-03-04,29.9,9.1,51.2,22.0,Objets connectes,historique
2026-03-05,31.5,10.3,53.2,16.0,Objets connectes,historique
2026-03-06,31.8,11.3,54.1,22.0,Objets connectes,historique
2026-03-07,33.9,12.0,54.5,10.0,Objets connectes,historique
2026-03-08,31.7,11.0,55.2,23.0,Objets connectes,historique
2026-03-09,34.5,12.2,55.4,33.0,Objets connectes,historique
2026-03-10,31.9,10.6,52.6,31.0,Objets connectes,historique
2026-03-11,30.8,10.9,52.8,13.0,Objets connectes,historique
2026-03-12,32.3,11.6,53.5,13.0,Objets connectes,historique
2026-03-13,32.6,10.8,54.2,26.0,Objets connectes,historique
2026-03-14,34.8,14.0,57.3,22.0,Objets connectes,historique
2026-03-15,32.6,11.3,55.3,21.0,Objets connectes,historique
2026-03-16,35.4,14.7,56.8,21.0,Objets connectes,historique
2026-03-17,32.8,11.5,54.0,21.0,Objets connectes,historique
2026-03-18,31.7,11.7,53.1,51.0,Objets connectes,historique
2026-03-19,33.3,11.8,53.6,53.0,Objets connectes,historique
2026-03-20,33.6,13.5,55.0,59.0,Objets connectes,historique
2026-03-21,35.8,13.4,56.3,62.0,Objets connectes,historique
2026-03-22,33.6,11.7,53.5,53.0,Objets connectes,historique
2026-03-23,36.3,14.5,56.9,55.0,Objets connectes,historique
2026-03-24,33.7,12.3,53.7,69.0,Objets connectes,historique
2026-03-25,32.7,11.1,53.9,68.0,Objets connectes,historique
2026-03-26,34.2,13.7,56.3,21.0,Objets connectes,historique
2026-03-27,34.5,14.5,55.7,27.0,Objets connectes,historique
2026-03-28,36.7,16.0,58.1,33.0,Objets connectes,historique
2026-03-29,34.5,12.5,55.9,21.0,Objets connectes,historique
2026-03-30,37.3,15.2,57.3,26.0,Objets connectes,historique
2026-03-31,34.7,14.5,56.1,35.0,Objets connectes,historique
2026-04-01,33.6,13.8,56.2,59.0,Objets connectes,historique
2026-04-02,35.2,15.9,55.6,62.0,Objets connectes,historique
2026-04-03,35.5,15.3,55.8,74.0,Objets connectes,historique
2026-04-04,37.7,17.2,58.2,68.0,Objets connectes,historique
2026-04-05,35.5,15.2,57.6,72.0,Objets connectes,historique
2026-04-06,38.3,15.6,59.8,59.0,Objets connectes,historique
2026-04-07,35.7,14.5,58.1,66.0,Objets connectes,historique
2026-04-08,34.6,13.4,55.9,16.0,Objets connectes,historique
2026-04-09,36.2,15.2,56.5,25.0,Objets connectes,historique
2026-04-10,36.5,15.5,56.2,18.0,Objets connectes,historique
2026-04-11,38.7,16.9,58.8,23.0,Objets connectes,historique
2026-04-12,36.5,14.0,57.0,19.0,Objets connectes,historique
2026-04-13,39.3,19.4,59.7,34.0,Objets connectes,historique
2026-04-14,36.7,15.4,57.5,12.0,Objets connectes,historique
2026-04-15,35.7,14.8,56.0,19.0,Objets connectes,historique
2026-04-16,37.2,16.4,57.0,30.0,Objets connectes,historique
2026-04-17,37.5,17.2,59.5,23.0,Objets connectes,historique
2026-04-18,39.7,18.5,61.2,26.0,Objets connectes,historique
2026-04-19,37.6,17.3,60.5,18.0,Objets connectes,historique
2026-04-20,40.3,18.0,61.0,38.0,Objets connectes,historique
2026-04-21,37.8,15.9,57.7,36.0,Objets connectes,historique
2026-04-22,36.7,15.2,56.0,26.0,Objets connectes,historique
2026-04-23,38.3,16.7,59.4,36.0,Objets connectes,historique
2026-04-24,38.6,18.0,60.5,20.0,Objets connectes,historique
2026-04-25,40.8,19.5,61.8,29.0,Objets connectes,historique
2026-04-26,38.6,16.9,59.7,21.0,Objets connectes,historique
2026-04-27,41.4,20.8,62.2,26.0,Objets connectes,historique
2026-04-28,38.8,18.9,58.9,18.0,Objets connectes,historique
2026-04-29,37.8,17.6,60.2,42.0,Objets connectes,historique
2026-04-30,39.3,18.1,58.9,33.0,Objets connectes,historique
2026-05-01,39.6,18.8,61.8,44.0,Objets connectes,historique
2026-05-02,41.8,18.4,64.1,36.0,Objets connectes,historique
2026-05-03,39.7,19.7,60.5,29.0,Objets connectes,historique
2026-05-04,42.4,22.3,63.2,29.0,Objets connectes,historique
2026-05-05,39.9,19.3,61.2,29.0,Objets connectes,historique
2026-05-06,38.8,17.2,59.3,24.0,Objets connectes,historique
2026-05-07,40.4,18.6,61.1,47.0,Objets connectes,historique
2026-05-08,40.7,19.3,61.6,32.0,Objets connectes,historique
2026-05-09,42.9,22.3,63.4,32.0,Objets connectes,historique
2026-05-10,40.7,19.7,61.4,31.0,Objets connectes,historique
2026-05-11,43.5,22.4,63.9,20.0,Objets connectes,historique
2026-05-12,40.9,19.9,61.4,21.0,Objets connectes,historique
2026-05-13,39.9,19.2,60.5,28.0,Objets connectes,historique
2026-05-14,41.4,20.0,62.3,28.0,Objets connectes,historique
2026-05-15,41.8,22.4,63.1,33.0,Objets connectes,historique
2026-05-16,44.0,23.0,65.2,19.0,Objets connectes,historique
2026-05-17,41.8,20.4,63.5,27.0,Objets connectes,historique
2026-05-18,44.6,22.6,66.6,22.0,Objets connectes,historique
2026-05-19,42.0,22.2,63.9,36.0,Objets connectes,historique
2026-05-20,40.9,20.5,62.3,40.0,Objets connectes,historique
2026-05-21,42.5,21.3,63.0,23.0,Objets connectes,historique
2026-05-22,42.8,22.6,64.5,18.0,Objets connectes,historique
2026-05-23,45.0,25.2,67.0,20.0,Objets connectes,historique
2026-05-24,42.9,21.5,65.0,28.0,Objets connectes,historique
2026-05-25,45.6,25.2,65.3,65.0,Objets connectes,historique
2026-05-26,43.0,22.7,64.2,53.0,Objets connectes,historique
2026-05-27,42.0,19.8,63.2,63.0,Objets connectes,historique
2026-05-28,43.6,22.3,64.8,59.0,Objets connectes,historique
2026-05-29,43.9,23.1,63.6,66.0,Objets connectes,historique
2026-05-30,46.1,25.3,67.7,51.0,Objets connectes,historique
2026-05-31,43.9,23.9,65.1,63.0,Objets connectes,historique
2026-06-01,46.7,25.4,67.5,55.0,Objets connectes,historique
2026-06-02,44.1,21.9,64.6,52.0,Objets connectes,historique
2026-06-03,43.0,23.0,65.9,60.0,Objets connectes,historique
2026-06-04,44.6,23.2,67.0,73.0,Objets connectes,historique
2026-06-05,44.9,24.7,64.6,64.0,Objets connectes,historique
2026-06-06,47.1,26.8,69.2,40.0,Objets connectes,historique
2026-06-07,45.0,23.8,68.3,43.0,Objets connectes,historique
2026-06-08,47.7,26.8,66.8,35.0,Objets connectes,historique
2026-06-09,45.2,24.8,69.1,44.0,Objets connectes,historique
2026-06-10,44.1,22.5,65.6,31.0,Objets connectes,historique
2026-06-11,45.7,24.5,66.6,25.0,Objets connectes,historique
2026-06-12,46.0,25.2,67.8,41.0,Objets connectes,historique
2026-06-13,48.2,27.1,70.1,70.0,Objets connectes,historique
2026-06-14,46.0,23.0,67.5,38.0,Objets connectes,historique
2026-06-15,48.8,25.5,69.5,31.0,Objets connectes,historique
2026-06-16,46.2,25.5,67.5,49.0,Objets connectes,historique
2026-06-17,45.2,24.1,68.3,39.0,Objets connectes,historique
2026-06-18,46.7,27.4,69.2,34.0,Objets connectes,historique
2026-06-19,47.1,26.4,68.2,33.0,Objets connectes,historique
2026-06-20,49.3,27.0,70.4,165.0,Objets connectes,historique
2026-06-21,47.1,25.6,68.4,164.0,Objets connectes,historique
2026-06-22,49.9,27.9,69.8,134.0,Objets connectes,historique
2026-06-23,47.3,25.8,68.0,63.0,Objets connectes,historique
2026-06-24,46.2,24.9,65.1,41.0,Objets connectes,historique
2026-06-25,47.8,26.5,68.0,42.0,Objets connectes,historique
2026-06-26,48.1,27.2,69.8,53.0,Objets connectes,historique
2026-06-27,50.3,30.3,71.9,36.0,Objets connectes,historique
2026-06-28,48.2,28.7,68.4,58.0,Objets connectes,historique
2026-06-29,50.9,29.7,73.6,46.0,Objets connectes,historique
2026-06-30,48.3,25.5,69.6,26.0,Objets connectes,historique
2026-07-01,47.3,25.6,69.2,,Objets connectes,prevision
2026-07-02,48.8,28.8,69.9,,Objets connectes,prevision
2026-07-03,49.2,28.3,70.2,,Objets connectes,prevision
2026-07-04,51.4,30.5,72.2,,Objets connectes,prevision
2026-07-05,49.2,28.0,70.0,,Objets connectes,prevision
2026-07-06,52.0,30.8,71.5,,Objets connectes,prevision
2026-07-07,49.4,28.3,70.3,,Objets connectes,prevision
2026-07-08,48.3,27.4,69.2,,Objets connectes,prevision
2026-07-09,49.9,28.5,71.8,,Objets connectes,prevision
2026-07-10,50.2,29.4,72.4,,Objets connectes,prevision
2026-07-11,52.4,30.5,74.5,,Objets connectes,prevision
2026-07-12,50.3,29.7,72.4,,Objets connectes,prevision
2026-07-13,53.0,32.7,73.1,,Objets connectes,prevision
2026-07-14,50.5,30.0,72.7,,Objets connectes,prevision
2026-07-15,49.4,27.5,70.6,,Objets connectes,prevision
2026-07-16,51.0,30.0,72.5,,Objets connectes,prevision
2026-07-17,51.3,29.1,73.7,,Objets connectes,prevision
2026-07-18,53.5,33.0,74.7,,Objets connectes,prevision
2026-07-19,51.3,30.3,73.4,,Objets connectes,prevision
2026-07-20,54.1,31.6,75.5,,Objets connectes,prevision
2026-07-21,51.5,31.0,74.6,,Objets connectes,prevision
2026-07-22,50.5,28.9,70.8,,Objets connectes,prevision
2026-07-23,52.0,30.8,73.7,,Objets connectes,prevision
2026-07-24,52.4,30.0,71.8,,Objets connectes,prevision
2026-07-25,54.6,33.1,75.4,,Objets connectes,prevision
2026-07-26,52.4,31.3,72.3,,Objets connectes,prevision
2026-07-27,55.1,33.2,75.4,,Objets connectes,prevision
2026-07-28,52.6,30.3,72.6,,Objets connectes,prevision
2026-07-29,51.5,29.9,71.4,,Objets connectes,prevision
2026-07-30,53.1,32.5,72.7,,Objets connectes,prevision
2025-07-01,9.4,-9.3,28.1,5.0,Ordinateurs,historique
2025-07-02,10.7,-6.9,29.9,9.0,Ordinateurs,historique
2025-07-03,10.2,-7.2,29.0,3.0,Ordinateurs,historique
2025-07-04,9.8,-8.0,28.2,16.0,Ordinateurs,historique
2025-07-05,11.4,-7.2,28.9,11.0,Ordinateurs,historique
2025-07-06,11.8,-5.5,29.7,10.0,Ordinateurs,historique
2025-07-07,12.4,-5.2,30.3,14.0,Ordinateurs,historique
2025-07-08,9.8,-10.1,27.6,9.0,Ordinateurs,historique
2025-07-09,11.0,-7.1,30.6,10.0,Ordinateurs,historique
2025-07-10,10.5,-5.7,29.5,14.0,Ordinateurs,historique
2025-07-11,10.2,-8.3,28.4,10.0,Ordinateurs,historique
2025-07-12,11.7,-5.9,30.8,10.0,Ordinateurs,historique
2025-07-13,12.1,-6.1,31.3,7.0,Ordinateurs,historique
2025-07-14,12.8,-4.8,31.5,7.0,Ordinateurs,historique
2025-07-15,10.1,-7.5,27.7,6.0,Ordinateurs,historique
2025-07-16,11.4,-7.6,29.8,11.0,Ordinateurs,historique
2025-07-17,10.9,-7.2,29.7,12.0,Ordinateurs,historique
2025-07-18,10.5,-8.4,29.0,13.0,Ordinateurs,historique
2025-07-19,12.1,-6.4,30.0,23.0,Ordinateurs,historique
2025-07-20,12.5,-5.1,31.0,14.0,Ordinateurs,historique
2025-07-21,13.2,-4.9,31.6,12.0,Ordinateurs,historique
2025-07-22,10.5,-7.8,30.7,13.0,Ordinateurs,historique
2025-07-23,11.7,-6.7,28.8,10.0,Ordinateurs,historique
2025-07-24,11.3,-6.7,29.9,13.0,Ordinateurs,historique
2025-07-25,10.9,-6.7,29.0,13.0,Ordinateurs,historique
2025-07-26,12.4,-6.0,30.0,5.0,Ordinateurs,historique
2025-07-27,12.9,-5.0,29.9,5.0,Ordinateurs,historique
2025-07-28,13.5,-5.0,31.9,8.0,Ordinateurs,historique
2025-07-29,10.8,-7.0,28.1,6.0,Ordinateurs,historique
2025-07-30,12.1,-5.3,30.0,14.0,Ordinateurs,historique
2025-07-31,11.6,-6.4,30.8,7.0,Ordinateurs,historique
2025-08-01,11.2,-6.9,29.4,8.0,Ordinateurs,historique
2025-08-02,12.8,-4.0,30.5,8.0,Ordinateurs,historique
2025-08-03,13.2,-4.8,32.7,7.0,Ordinateurs,historique
2025-08-04,13.9,-2.8,31.0,12.0,Ordinateurs,historique
2025-08-05,11.2,-6.9,29.7,11.0,Ordinateurs,historique
2025-08-06,12.4,-6.5,30.8,9.0,Ordinateurs,historique
2025-08-07,12.0,-5.9,31.6,13.0,Ordinateurs,historique
2025-08-08,11.6,-7.2,29.4,9.0,Ordinateurs,historique
2025-08-09,13.2,-5.0,32.0,12.0,Ordinateurs,historique
2025-08-10,13.6,-3.8,33.2,17.0,Ordinateurs,historique
2025-08-11,14.2,-3.4,33.5,8.0,Ordinateurs,historique
2025-08-12,11.5,-6.9,30.2,10.0,Ordinateurs,historique
2025-08-13,12.8,-4.0,31.1,9.0,Ordinateurs,historique
2025-08-14,12.3,-5.8,29.8,5.0,Ordinateurs,historique
2025-08-15,11.9,-5.2,29.4,13.0,Ordinateurs,historique
2025-08-16,13.5,-5.5,31.7,10.0,Ordinateurs,historique
2025-08-17,13.9,-4.2,33.4,10.0,Ordinateurs,historique
2025-08-18,14.6,-4.3,32.3,7.0,Ordinateurs,historique
2025-08-19,11.9,-6.9,30.8,21.0,Ordinateurs,historique
2025-08-20,13.2,-4.5,32.0,11.0,Ordinateurs,historique
2025-08-21,12.7,-5.8,32.2,10.0,Ordinateurs,historique
2025-08-22,12.3,-6.9,30.6,14.0,Ordinateurs,historique
2025-08-23,13.9,-3.3,32.3,18.0,Ordinateurs,historique
2025-08-24,14.3,-4.6,31.4,12.0,Ordinateurs,historique
2025-08-25,14.9,-3.6,32.6,8.0,Ordinateurs,historique
2025-08-26,12.3,-6.1,30.4,16.0,Ordinateurs,historique
2025-08-27,13.5,-4.5,30.3,9.0,Ordinateurs,historique
2025-08-28,13.0,-5.8,31.4,15.0,Ordinateurs,historique
2025-08-29,12.6,-5.3,31.4,11.0,Ordinateurs,historique
2025-08-30,14.2,-3.6,31.8,17.0,Ordinateurs,historique
2025-08-31,14.6,-2.7,32.5,11.0,Ordinateurs,historique
2025-09-01,15.3,-2.9,33.9,19.0,Ordinateurs,historique
2025-09-02,12.6,-4.6,29.6,16.0,Ordinateurs,historique
2025-09-03,13.9,-4.8,32.2,22.0,Ordinateurs,historique
2025-09-04,13.4,-4.6,32.2,18.0,Ordinateurs,historique
2025-09-05,13.0,-3.8,30.2,19.0,Ordinateurs,historique
2025-09-06,14.6,-2.3,33.5,12.0,Ordinateurs,historique
2025-09-07,15.0,-3.2,33.0,24.0,Ordinateurs,historique
2025-09-08,15.7,-2.9,34.3,16.0,Ordinateurs,historique
2025-09-09,13.0,-5.4,32.1,19.0,Ordinateurs,historique
2025-09-10,14.2,-5.2,31.2,22.0,Ordinateurs,historique
2025-09-11,13.7,-3.5,32.1,17.0,Ordinateurs,historique
2025-09-12,13.4,-5.3,31.5,22.0,Ordinateurs,historique
2025-09-13,14.9,-2.8,33.5,22.0,Ordinateurs,historique
2025-09-14,15.4,-2.1,33.7,9.0,Ordinateurs,historique
2025-09-15,16.0,-2.5,34.3,15.0,Ordinateurs,historique
2025-09-16,13.3,-4.7,30.3,12.0,Ordinateurs,historique
2025-09-17,14.6,-4.2,31.5,16.0,Ordinateurs,historique
2025-09-18,14.1,-3.8,33.3,22.0,Ordinateurs,historique
2025-09-19,13.7,-3.7,33.1,25.0,Ordinateurs,historique
2025-09-20,15.3,-3.6,33.5,19.0,Ordinateurs,historique
2025-09-21,15.7,-0.3,34.5,21.0,Ordinateurs,historique
2025-09-22,16.4,-1.3,34.5,16.0,Ordinateurs,historique
2025-09-23,13.7,-4.6,32.3,16.0,Ordinateurs,historique
2025-09-24,14.9,-3.5,33.1,12.0,Ordinateurs,historique
2025-09-25,14.5,-4.0,31.7,25.0,Ordinateurs,historique
2025-09-26,14.1,-4.9,32.5,19.0,Ordinateurs,historique
2025-09-27,15.6,-3.2,33.3,20.0,Ordinateurs,historique
2025-09-28,16.1,-2.6,34.5,24.0,Ordinateurs,historique
2025-09-29,16.7,-1.2,35.2,18.0,Ordinateurs,historique
2025-09-30,14.0,-4.5,32.9,22.0,Ordinateurs,historique
2025-10-01,15.3,-2.8,33.7,7.0,Ordinateurs,historique
2025-10-02,14.8,-3.8,32.1,8.0,Ordinateurs,historique
2025-10-03,14.4,-3.4,32.2,14.0,Ordinateurs,historique
2025-10-04,16.0,-0.7,33.2,16.0,Ordinateurs,historique
2025-10-05,16.4,-1.5,35.0,17.0,Ordinateurs,historique
2025-10-06,17.1,-1.1,35.5,13.0,Ordinateurs,historique
2025-10-07,14.4,-3.8,33.0,7.0,Ordinateurs,historique
2025-10-08,15.7,-1.6,33.9,20.0,Ordinateurs,historique
2025-10-09,15.2,-3.8,33.0,6.0,Ordinateurs,historique
2025-10-10,14.8,-4.5,33.6,26.0,Ordinateurs,historique
2025-10-11,16.4,-1.0,34.6,31.0,Ordinateurs,historique
2025-10-12,16.8,-1.6,36.3,28.0,Ordinateurs,historique
2025-10-13,17.4,-1.9,35.8,28.0,Ordinateurs,historique
2025-10-14,14.8,-4.2,32.2,34.0,Ordinateurs,historique
2025-10-15,16.0,-2.4,34.4,20.0,Ordinateurs,historique
2025-10-16,15.5,-3.4,32.5,27.0,Ordinateurs,historique
2025-10-17,15.1,-3.8,34.3,29.0,Ordinateurs,historique
2025-10-18,16.7,-0.6,35.2,21.0,Ordinateurs,historique
2025-10-19,17.1,-2.1,35.1,36.0,Ordinateurs,historique
2025-10-20,17.8,0.0,35.6,23.0,Ordinateurs,historique
2025-10-21,15.1,-2.3,33.1,15.0,Ordinateurs,historique
2025-10-22,16.4,-2.0,33.4,9.0,Ordinateurs,historique
2025-10-23,15.9,-2.8,33.5,13.0,Ordinateurs,historique
2025-10-24,15.5,-2.8,33.0,17.0,Ordinateurs,historique
2025-10-25,17.1,-1.0,35.6,12.0,Ordinateurs,historique
2025-10-26,17.5,-0.3,35.9,11.0,Ordinateurs,historique
2025-10-27,18.1,0.8,36.6,15.0,Ordinateurs,historique
2025-10-28,15.5,-3.5,34.0,6.0,Ordinateurs,historique
2025-10-29,16.7,-1.8,35.1,15.0,Ordinateurs,historique
2025-10-30,16.2,-2.8,34.8,7.0,Ordinateurs,historique
2025-10-31,15.9,-2.2,34.8,13.0,Ordinateurs,historique
2025-11-01,17.4,-1.5,36.2,21.0,Ordinateurs,historique
2025-11-02,17.9,-0.9,35.8,13.0,Ordinateurs,historique
2025-11-03,18.5,0.6,36.3,11.0,Ordinateurs,historique
2025-11-04,15.8,-3.0,32.5,14.0,Ordinateurs,historique
2025-11-05,17.1,-1.7,33.7,12.0,Ordinateurs,historique
2025-11-06,16.6,-0.7,33.2,10.0,Ordinateurs,historique
2025-11-07,16.2,-1.4,35.4,9.0,Ordinateurs,historique
2025-11-08,17.8,0.2,36.5,12.0,Ordinateurs,historique
2025-11-09,18.2,0.2,37.5,8.0,Ordinateurs,historique
2025-11-10,18.9,0.2,36.4,10.0,Ordinateurs,historique
2025-11-11,16.2,-1.6,33.5,12.0,Ordinateurs,historique
2025-11-12,17.4,-0.4,35.0,10.0,Ordinateurs,historique
2025-11-13,17.0,-0.6,34.8,5.0,Ordinateurs,historique
2025-11-14,16.6,-1.1,34.9,20.0,Ordinateurs,historique
2025-11-15,18.1,-0.1,35.9,26.0,Ordinateurs,historique
2025-11-16,18.6,-0.3,37.1,15.0,Ordinateurs,historique
2025-11-17,19.2,2.1,37.5,13.0,Ordinateurs,historique
2025-11-18,16.5,-3.0,34.7,17.0,Ordinateurs,historique
2025-11-19,17.8,-0.6,35.7,17.0,Ordinateurs,historique
2025-11-20,17.3,-0.9,36.9,16.0,Ordinateurs,historique
2025-11-21,16.9,0.4,35.9,13.0,Ordinateurs,historique
2025-11-22,18.5,1.2,36.9,6.0,Ordinateurs,historique
2025-11-23,18.9,0.1,37.5,13.0,Ordinateurs,historique
2025-11-24,19.6,2.2,39.0,58.0,Ordinateurs,historique
2025-11-25,16.9,-0.5,34.8,26.0,Ordinateurs,historique
2025-11-26,18.2,1.2,37.2,45.0,Ordinateurs,historique
2025-11-27,17.7,-0.8,36.1,52.0,Ordinateurs,historique
2025-11-28,17.3,-0.4,35.1,39.0,Ordinateurs,historique
2025-11-29,18.9,0.1,36.7,30.0,Ordinateurs,historique
2025-11-30,19.3,0.2,36.4,44.0,Ordinateurs,historique
2025-12-01,19.9,1.5,39.4,11.0,Ordinateurs,historique
2025-12-02,17.3,-0.7,36.2,11.0,Ordinateurs,historique
2025-12-03,18.5,1.0,35.8,7.0,Ordinateurs,historique
2025-12-04,18.0,-0.2,36.0,19.0,Ordinateurs,historique
2025-12-05,17.6,-0.9,36.6,4.0,Ordinateurs,historique
2025-12-06,19.2,0.9,37.6,8.0,Ordinateurs,historique
2025-12-07,19.6,1.7,38.5,11.0,Ordinateurs,historique
2025-12-08,20.3,2.5,37.9,17.0,Ordinateurs,historique
2025-12-09,17.6,-0.3,34.8,18.0,Ordinateurs,historique
2025-12-10,18.9,0.6,37.9,12.0,Ordinateurs,historique
2025-12-11,18.4,1.5,37.6,10.0,Ordinateurs,historique
2025-12-12,18.0,-0.2,35.5,11.0,Ordinateurs,historique
2025-12-13,19.6,2.7,37.4,16.0,Ordinateurs,historique
2025-12-14,20.0,1.6,38.2,16.0,Ordinateurs,historique
